541964,1,2
541964,2,2
541964,3,3
541964,5,3
752396,1,2
752396,2,3
752396,3,1
752396,5,2
1565228,1,1
1565228,2,1
1565228,3,2
1565228,5,3
1809029,1,3
1809029,2,1
1809029,3,2
1809029,5,3
2070131,1,3
2070131,2,3
2070131,3,1
2070131,5,3
2154847,1,1
2154847,2,1
2154847,3,2
2154847,5,3
2300010,1,1
2300010,2,2
2300010,3,1
2300010,5,3
2801329,1,1
2801329,2,1
2801329,3,1
2801329,5,2
4821886,1,3
4821886,2,3
4821886,3,1
4821886,5,2
4985555,1,1
4985555,2,2
4985555,3,1
4985555,5,2
5189839,1,2
5189839,2,1
5189839,3,3
5189839,5,2
6365448,1,1
6365448,2,2
6365448,3,3
6365448,5,3
6677537,1,1
6677537,2,3
6677537,3,2
6677537,5,1
6914916,1,3
6914916,2,1
6914916,3,2
6914916,5,3
7290081,1,1
7290081,2,2
7290081,3,3
7290081,5,2
7653381,1,1
7653381,2,2
7653381,3,2
7653381,5,1
8150662,1,2
8150662,2,2
8150662,3,3
8150662,5,2
8380240,1,2
8380240,2,3
8380240,3,3
8380240,5,2
8942246,1,1
8942246,2,3
8942246,3,1
8942246,5,1
10646220,1,3
10646220,2,3
10646220,3,1
10646220,5,2
10738153,1,2
10738153,2,2
10738153,3,3
10738153,5,3
10997901,1,2
10997901,2,2
10997901,3,2
10997901,5,1
11095251,1,2
11095251,2,2
11095251,3,2
11095251,5,2
12178613,1,3
12178613,2,3
12178613,3,3
12178613,5,3
14278616,1,3
14278616,2,1
14278616,3,3
14278616,5,3
15593394,1,1
15593394,2,3
15593394,3,1
15593394,5,1
16266147,1,2
16266147,2,1
16266147,3,3
16266147,5,1
18213567,1,1
18213567,2,2
18213567,3,3
18213567,5,1
18998233,1,3
18998233,2,2
18998233,3,1
18998233,5,3
19392359,1,1
19392359,2,3
19392359,3,3
19392359,5,2
19849481,1,1
19849481,2,2
19849481,3,1
19849481,5,2
20722422,1,1
20722422,2,1
20722422,3,1
20722422,5,2
20757402,1,2
20757402,2,2
20757402,3,3
20757402,5,1
21650768,1,1
21650768,2,3
21650768,3,2
21650768,5,3
21932444,1,2
21932444,2,3
21932444,3,1
21932444,5,2
22666606,1,3
22666606,2,2
22666606,3,2
22666606,5,3
22861535,1,1
22861535,2,2
22861535,3,2
22861535,5,1
23677055,1,3
23677055,2,2
23677055,3,2
23677055,5,1
24600969,1,1
24600969,2,1
24600969,3,2
24600969,5,3
24935941,1,2
24935941,2,2
24935941,3,3
24935941,5,2
25560791,1,2
25560791,2,2
25560791,3,3
25560791,5,2
25641660,1,1
25641660,2,1
25641660,3,3
25641660,5,2
25795320,1,2
25795320,2,3
25795320,3,1
25795320,5,2
25954593,1,1
25954593,2,1
25954593,3,3
25954593,5,2
26677847,1,3
26677847,2,1
26677847,3,2
26677847,5,3
27404904,1,3
27404904,2,1
27404904,3,3
27404904,5,3
28665650,1,2
28665650,2,1
28665650,3,2
28665650,5,2
29436829,1,2
29436829,2,3
29436829,3,1
29436829,5,3
29656958,1,1
29656958,2,2
29656958,3,1
29656958,5,2
30092413,1,2
30092413,2,3
30092413,3,2
30092413,5,3
30488452,1,1
30488452,2,3
30488452,3,3
30488452,5,1
30567550,1,2
30567550,2,3
30567550,3,3
30567550,5,3
30753033,1,3
30753033,2,3
30753033,3,1
30753033,5,1
31316372,1,3
31316372,2,1
31316372,3,3
31316372,5,3
31478708,1,2
31478708,2,2
31478708,3,2
31478708,5,1
32313305,1,2
32313305,2,1
32313305,3,3
32313305,5,3
33347256,1,3
