30340,1,2
30340,2,3
30340,3,1
541964,1,2
541964,2,1
541964,3,1
541964,5,3
752396,1,3
752396,2,3
752396,3,3
752396,5,1
1565228,1,1
1565228,2,3
1565228,3,2
1809029,1,2
1809029,2,1
1809029,4,1
2070131,1,2
2070131,2,2
2070131,4,3
2154847,1,1
2154847,2,3
2154847,4,3
2154847,5,3
2300010,1,1
2300010,2,2
2300010,4,2
2300010,5,1
2779216,1,2
2779216,2,2
2779216,3,2
2801329,1,1
2801329,2,2
2801329,4,2
3205536,1,1
3205536,2,1
3205536,3,2
4821886,1,1
4821886,2,3
4821886,3,3
4821886,5,2
4985555,1,1
4985555,2,1
4985555,3,1
4985555,5,3
5189839,1,3
5189839,2,2
5189839,4,3
6365448,1,3
6365448,2,2
6365448,4,3
6677537,1,2
6677537,2,1
6677537,4,1
6677537,5,3
6914916,1,1
6914916,2,2
6914916,4,1
7290081,1,2
7290081,2,1
7290081,4,1
7290081,5,3
7653381,1,1
7653381,2,3
7653381,4,2
7653381,5,1
8126915,1,2
8126915,2,1
8126915,3,1
8150662,1,2
8150662,2,1
8150662,3,2
8150662,5,2
8380240,1,2
8380240,2,2
8380240,4,3
8942246,1,3
8942246,2,3
8942246,4,3
8942246,5,2
10284079,1,1
10284079,2,3
10284079,3,3
10646220,1,3
10646220,2,3
10646220,4,1
10646220,5,1
10738153,1,3
10738153,2,1
10738153,3,1
10738153,5,1
10997901,1,3
10997901,2,2
10997901,3,3
10997901,5,2
11095251,1,2
11095251,2,3
11095251,4,1
11095251,5,3
12178613,1,2
12178613,2,3
12178613,4,3
12178613,5,1
14278616,1,1
14278616,2,3
14278616,4,2
15403670,1,1
15403670,2,3
15403670,3,2
15593394,1,2
15593394,2,1
15593394,4,3
16266147,1,3
16266147,2,1
16266147,4,1
17086201,1,2
17086201,2,3
17086201,3,3
18213567,1,3
18213567,2,3
18213567,3,3
18213567,5,2
18998233,1,1
18998233,2,2
18998233,3,3
18998233,5,3
19237015,1,1
19237015,2,2
19237015,3,1
19392359,1,1
19392359,2,2
19392359,3,2
19392359,5,2
19849481,1,2
19849481,2,2
19849481,3,3
19849481,5,3
20227268,1,2
20227268,2,1
20227268,3,3
20722422,1,2
20722422,2,2
20722422,4,2
20757402,1,3
20757402,2,2
20757402,4,3
21650768,1,2
21650768,2,2
21650768,3,3
21650768,5,3
21932444,1,2
21932444,2,1
21932444,4,1
22666606,1,1
22666606,2,2
22666606,3,1
22666606,5,1
22861535,1,1
22861535,2,1
22861535,3,2
22861535,5,1
23544294,1,1
23544294,2,3
23544294,3,1
23677055,1,2
23677055,2,2
23677055,4,3
24600969,1,3
24600969,2,3
24600969,4,3
24935941,1,3
24935941,2,3
24935941,4,3
25560791,1,1
25560791,2,2
25560791,3,3
25560791,5,3
25641660,1,3
25641660,2,1
25641660,3,1
25641660,5,2
25795320,1,2
25795320,2,3
25795320,4,1
25954593,1,1
25954593,2,1
25954593,3,3
25954593,5,2
26677847,1,2
26677847,2,3
26677847,4,3
27404904,1,1
27404904,2,3
27404904,4,2
28513915,1,3
28513915,2,3
28513915,3,2
28665650,1,2
28665650,2,1
28665650,3,1
28665650,5,1
29436829,1,3
29436829,2,1
29436829,4,1
29656958,1,1
29656958,2,3
29656958,4,3
29872993,1,2
29872993,2,3
29872993,3,2
30092413,1,3
30092413,2,1
30092413,3,1
30092413,5,2
30488452,1,3
30488452,2,3
30488452,4,1
30488452,5,2
30567550,1,1
30567550,2,1
30567550,4,2
30753033,1,2
30753033,2,3
30753033,4,3
31316372,1,2
31316372,2,3
31316372,4,3
31316372,5,1
31478708,1,3
31478708,2,2
31478708,4,2
31707215,1,2
31707215,2,3
31707215,3,2
31717496,1,2
31717496,2,2
31717496,3,3
32313305,1,2
32313305,2,2
32313305,4,2
33347256,1,3
33347256,2,2
33347256,4,3
33347256,5,2
33594141,1,1
33594141,2,1
33594141,3,2
33628284,1,3
33628284,2,2
33628284,4,2
33943177,1,1
33943177,2,1
33943177,4,2
33943177,5,2
34492163,1,3
34492163,2,2
34492163,3,1
34912750,1,3
34912750,2,3
34912750,3,1
34996211,1,1
34996211,2,1
34996211,3,2
35108976,1,1
35108976,2,1
35108976,3,3
35566355,1,1
35566355,2,2
35566355,3,1
35566355,5,2
35903057,1,1
35903057,2,2
35903057,4,2
37023024,1,2
37023024,2,2
37023024,4,3
37139585,1,1
37139585,2,2
37139585,3,2
37139585,5,2
37400104,1,2
37400104,2,2
37400104,3,2
37400104,5,1
38405543,1,2
38405543,2,2
38405543,3,1
38405543,5,2
39693354,1,2
39693354,2,2
39693354,3,1
40149114,1,2
40149114,2,1
40149114,3,1
40149114,5,2
40856072,1,1
40856072,2,1
40856072,4,3
40919191,1,3
40919191,2,3
40919191,3,1
40919191,5,1
42077107,1,3
42077107,2,1
42077107,3,2
43617679,1,2
43617679,2,3
43617679,4,1
43617679,5,2
43720707,1,2
43720707,2,2
43720707,3,2
43720707,5,1
43725787,1,1
43725787,2,2
43725787,4,2
43725787,5,1
43908979,1,3
43908979,2,3
43908979,4,1
45041149,1,3
45041149,2,2
45041149,4,1
45463865,1,3
45463865,2,2
45463865,4,3
45463865,5,3
46496417,1,2
46496417,2,3
46496417,4,2
47065122,1,2
47065122,2,1
47065122,4,1
47065122,5,1
47312841,1,1
47312841,2,2
47312841,4,2
47563224,1,2
47563224,2,1
47563224,3,1
47609665,1,2
47609665,2,1
47609665,4,1
47609665,5,3
47644426,1,1
47644426,2,1
47644426,4,1
47644426,5,3
47716874,1,3
47716874,2,3
47716874,4,1
47909013,1,1
47909013,2,3
47909013,3,1
47909013,5,1
47979890,1,1
47979890,2,3
47979890,4,3
48772670,1,3
48772670,2,3
48772670,3,2
48772670,5,1
48853007,1,3
48853007,2,2
48853007,3,2
49935254,1,1
49935254,2,3
49935254,3,1
49965594,1,3
49965594,2,2
49965594,3,3
50956197,1,1
50956197,2,1
50956197,4,3
54040532,1,2
54040532,2,1
54040532,3,1
54092398,1,2
54092398,2,2
54092398,3,3
54092398,5,1
54472700,1,3
54472700,2,2
54472700,4,2
54472700,5,1
54644283,1,3
54644283,2,3
54644283,3,2
54644283,5,1
54902468,1,1
54902468,2,2
54902468,4,3
55155762,1,1
55155762,2,1
55155762,4,3
55695442,1,1
55695442,2,2
55695442,3,3
55695442,5,3
55881842,1,2
55881842,2,1
55881842,3,2
55881842,5,2
56092648,1,3
56092648,2,1
56092648,4,1
56244490,1,2
56244490,2,2
56244490,4,1
56244490,5,3
56310269,1,3
56310269,2,3
56310269,3,1
56857429,1,3
56857429,2,2
56857429,4,3
57448207,1,2
57448207,2,1
57448207,4,3
57448207,5,1
58499549,1,1
58499549,2,3
58499549,4,3
59011794,1,1
59011794,2,3
59011794,3,2
59011794,5,1
59499864,1,2
59499864,2,1
59499864,4,2
60286197,1,1
60286197,2,2
60286197,4,2
60301295,1,1
60301295,2,2
60301295,4,3
60696910,1,2
60696910,2,3
60696910,3,1
60696910,5,3
61123960,1,2
61123960,2,2
61123960,3,3
61123960,5,2
61225126,1,3
61225126,2,2
61225126,3,1
61225126,5,2
61230378,1,3
61230378,2,1
61230378,4,1
61296059,1,3
61296059,2,3
61296059,3,3
61296059,5,3
61542649,1,2
61542649,2,3
61542649,4,3
61542649,5,2
61852023,1,1
61852023,2,2
61852023,4,3
61852023,5,3
62923196,1,2
62923196,2,3
62923196,3,2
63429492,1,2
63429492,2,1
63429492,3,2
63429492,5,3
63654003,1,1
63654003,2,3
63654003,4,1
63654003,5,1
64478125,1,1
64478125,2,3
64478125,3,2
64543424,1,2
64543424,2,1
64543424,3,3
64804710,1,1
64804710,2,3
64804710,3,2
64804710,5,3
65349271,1,1
65349271,2,3
65349271,3,1
65942905,1,1
65942905,2,2
65942905,3,2
65942905,5,1
66064836,1,3
66064836,2,3
66064836,4,2
66383549,1,2
66383549,2,3
66383549,3,3
66383549,5,2
66537264,1,1
66537264,2,3
66537264,4,3
66537264,5,2
66751801,1,1
66751801,2,2
66751801,4,3
67079950,1,1
67079950,2,3
67079950,4,1
67096509,1,1
67096509,2,3
67096509,3,1
67096509,5,1
67208022,1,1
67208022,2,2
67208022,4,2
67208022,5,2
67936144,1,2
67936144,2,2
67936144,3,3
67936144,5,3
68401636,1,2
68401636,2,3
68401636,4,3
68401636,5,2
68639951,1,1
68639951,2,3
68639951,3,2
68639951,5,1
68891600,1,2
68891600,2,3
68891600,3,2
69050090,1,2
69050090,2,1
69050090,3,1
70232393,1,3
70232393,2,1
70232393,4,3
70279454,1,2
70279454,2,2
70279454,3,2
70787365,1,3
70787365,2,2
70787365,3,2
70787365,5,1
70797735,1,2
70797735,2,3
70797735,3,3
70797735,5,3
71048165,1,3
71048165,2,2
71048165,4,3
71048165,5,2
71060708,1,3
71060708,2,3
71060708,3,3
71568329,1,2
71568329,2,2
71568329,4,3
71568329,5,3
71717972,1,1
71717972,2,3
71717972,3,2
72117696,1,1
72117696,2,1
72117696,4,3
72117696,5,2
72265456,1,3
