541964,2016-05-01,96
541964,2016-06-01,70
541964,2016-07-01,96
541964,2016-08-01,100
541964,2016-09-01,82
541964,2016-10-01,77
752396,2016-05-01,71
752396,2016-06-01,83
752396,2016-07-01,63
752396,2016-08-01,81
752396,2016-09-01,97
752396,2016-10-01,92
1809029,2016-05-01,62
1809029,2016-06-01,72
1809029,2016-07-01,84
1809029,2016-08-01,99
1809029,2016-09-01,99
1809029,2016-10-01,81
2070131,2016-05-01,96
2070131,2016-06-01,62
2070131,2016-07-01,61
2070131,2016-08-01,98
2070131,2016-09-01,65
2070131,2016-10-01,72
2154847,2016-05-01,65
2154847,2016-06-01,79
2154847,2016-07-01,82
2154847,2016-08-01,96
2154847,2016-09-01,93
2154847,2016-10-01,85
2300010,2016-05-01,96
2300010,2016-06-01,62
2300010,2016-07-01,96
2300010,2016-08-01,60
2300010,2016-09-01,94
2300010,2016-10-01,62
2801329,2016-05-01,66
2801329,2016-06-01,84
2801329,2016-07-01,89
2801329,2016-08-01,92
2801329,2016-09-01,93
2801329,2016-10-01,97
4821886,2016-05-01,65
4821886,2016-06-01,90
4821886,2016-07-01,78
4821886,2016-08-01,91
4821886,2016-09-01,100
4821886,2016-10-01,70
4985555,2016-05-01,65
4985555,2016-06-01,73
4985555,2016-07-01,98
4985555,2016-08-01,83
4985555,2016-09-01,61
4985555,2016-10-01,94
5189839,2016-05-01,81
5189839,2016-06-01,74
5189839,2016-07-01,70
5189839,2016-08-01,80
5189839,2016-09-01,95
5189839,2016-10-01,69
6365448,2016-05-01,96
6365448,2016-06-01,62
6365448,2016-07-01,73
6365448,2016-08-01,78
6365448,2016-09-01,71
6365448,2016-10-01,83
6677537,2016-05-01,60
6677537,2016-06-01,76
6677537,2016-07-01,63
6677537,2016-08-01,65
6677537,2016-09-01,87
6677537,2016-10-01,63
6914916,2016-05-01,96
6914916,2016-06-01,65
6914916,2016-07-01,71
6914916,2016-08-01,84
6914916,2016-09-01,80
6914916,2016-10-01,74
7290081,2016-05-01,70
7290081,2016-06-01,81
7290081,2016-07-01,62
7290081,2016-08-01,72
7290081,2016-09-01,94
7290081,2016-10-01,95
7653381,2016-05-01,93
7653381,2016-06-01,93
7653381,2016-07-01,68
7653381,2016-08-01,81
7653381,2016-09-01,80
7653381,2016-10-01,90
8150662,2016-05-01,92
8150662,2016-06-01,61
8150662,2016-07-01,97
8150662,2016-08-01,72
8150662,2016-09-01,97
8150662,2016-10-01,81
8380240,2016-05-01,73
8380240,2016-06-01,60
8380240,2016-07-01,71
8380240,2016-08-01,63
8380240,2016-09-01,77
8380240,2016-10-01,95
8942246,2016-05-01,60
8942246,2016-06-01,78
8942246,2016-07-01,73
8942246,2016-08-01,98
8942246,2016-09-01,64
8942246,2016-10-01,81
10646220,2016-05-01,64
10646220,2016-06-01,93
10646220,2016-07-01,66
10646220,2016-08-01,67
10646220,2016-09-01,66
10646220,2016-10-01,62
10738153,2016-05-01,87
10738153,2016-06-01,85
10738153,2016-07-01,94
10738153,2016-08-01,78
10738153,2016-09-01,100
10738153,2016-10-01,74
10997901,2016-05-01,77
10997901,2016-06-01,85
10997901,2016-07-01,65
10997901,2016-08-01,97
10997901,2016-09-01,94
10997901,2016-10-01,64
11095251,2016-05-01,82
11095251,2016-06-01,67
11095251,2016-07-01,78
11095251,2016-08-01,83
11095251,2016-09-01,99
11095251,2016-10-01,100
12178613,2016-05-01,99
12178613,2016-06-01,87
12178613,2016-07-01,76
12178613,2016-08-01,97
12178613,2016-09-01,72
12178613,2016-10-01,83
14278616,2016-05-01,77
14278616,2016-06-01,70
14278616,2016-07-01,85
14278616,2016-08-01,98
14278616,2016-09-01,94
14278616,2016-10-01,92
15593394,2016-05-01,70
15593394,2016-06-01,61
15593394,2016-07-01,79
15593394,2016-08-01,74
15593394,2016-09-01,80
15593394,2016-10-01,98
16266147,2016-05-01,78
16266147,2016-06-01,92
16266147,2016-07-01,60
16266147,2016-08-01,75
16266147,2016-09-01,69
16266147,2016-10-01,74
18213567,2016-05-01,80
18213567,2016-06-01,73
18213567,2016-07-01,71
18213567,2016-08-01,76
18213567,2016-09-01,70
18213567,2016-10-01,64
18998233,2016-05-01,78
18998233,2016-06-01,92
18998233,2016-07-01,65
18998233,2016-08-01,93
18998233,2016-09-01,91
18998233,2016-10-01,75
19392359,2016-05-01,81
19392359,2016-06-01,64
19392359,2016-07-01,89
19392359,2016-08-01,98
19392359,2016-09-01,65
19392359,2016-10-01,82
19849481,2016-05-01,71
19849481,2016-06-01,98
19849481,2016-07-01,70
19849481,2016-08-01,98
19849481,2016-09-01,95
19849481,2016-10-01,64
20722422,2016-05-01,96
20722422,2016-06-01,85
20722422,2016-07-01,87
20722422,2016-08-01,67
20722422,2016-09-01,99
20722422,2016-10-01,93
20757402,2016-05-01,80
20757402,2016-06-01,79
20757402,2016-07-01,100
20757402,2016-08-01,94
20757402,2016-09-01,81
20757402,2016-10-01,69
21650768,2016-05-01,96
21650768,2016-06-01,94
21650768,2016-07-01,75
21650768,2016-08-01,91
21650768,2016-09-01,64
21650768,2016-10-01,100
21932444,2016-05-01,83
21932444,2016-06-01,74
21932444,2016-07-01,91
21932444,2016-08-01,89
21932444,2016-09-01,90
21932444,2016-10-01,84
22666606,2016-05-01,70
22666606,2016-06-01,68
22666606,2016-07-01,63
22666606,2016-08-01,63
22666606,2016-09-01,94
22666606,2016-10-01,83
22861535,2016-05-01,64
22861535,2016-06-01,69
22861535,2016-07-01,67
22861535,2016-08-01,60
22861535,2016-09-01,86
22861535,2016-10-01,90
23677055,2016-05-01,96
23677055,2016-06-01,98
23677055,2016-07-01,93
23677055,2016-08-01,80
23677055,2016-09-01,74
23677055,2016-10-01,88
24600969,2016-05-01,64
24600969,2016-06-01,64
24600969,2016-07-01,64
24600969,2016-08-01,88
24600969,2016-09-01,87
24600969,2016-10-01,66
24935941,2016-05-01,67
24935941,2016-06-01,97
24935941,2016-07-01,98
24935941,2016-08-01,92
24935941,2016-09-01,98
24935941,2016-10-01,87
25560791,2016-05-01,73
25560791,2016-06-01,99
25560791,2016-07-01,76
25560791,2016-08-01,96
25560791,2016-09-01,87
25560791,2016-10-01,92
25641660,2016-05-01,97
25641660,2016-06-01,75
25641660,2016-07-01,69
25641660,2016-08-01,60
25641660,2016-09-01,77
25641660,2016-10-01,67
25795320,2016-05-01,81
25795320,2016-06-01,64
25795320,2016-07-01,82
25795320,2016-08-01,73
25795320,2016-09-01,68
25795320,2016-10-01,65
25954593,2016-05-01,83
25954593,2016-06-01,81
25954593,2016-07-01,75
25954593,2016-08-01,100
25954593,2016-09-01,90
25954593,2016-10-01,84
26677847,2016-05-01,67
26677847,2016-06-01,62
26677847,2016-07-01,87
26677847,2016-08-01,83
26677847,2016-09-01,86
26677847,2016-10-01,69
27404904,2016-05-01,81
27404904,2016-06-01,94
27404904,2016-07-01,74
27404904,2016-08-01,68
27404904,2016-09-01,90
27404904,2016-10-01,67
28665650,2016-05-01,98
28665650,2016-06-01,87
28665650,2016-07-01,66
28665650,2016-08-01,76
28665650,2016-09-01,78
28665650,2016-10-01,71
29436829,2016-05-01,90
29436829,2016-06-01,84
29436829,2016-07-01,95
29436829,2016-08-01,94
29436829,2016-09-01,88
29436829,2016-10-01,84
29656958,2016-05-01,75
29656958,2016-06-01,85
29656958,2016-07-01,63
29656958,2016-08-01,76
29656958,2016-09-01,79
29656958,2016-10-01,83
30092413,2016-05-01,87
30092413,2016-06-01,80
30092413,2016-07-01,70
30092413,2016-08-01,85
30092413,2016-09-01,64
30092413,2016-10-01,99
30488452,2016-05-01,74
30488452,2016-06-01,70
30488452,2016-07-01,75
30488452,2016-08-01,73
30488452,2016-09-01,95
30488452,2016-10-01,90
30567550,2016-05-01,83
30567550,2016-06-01,88
30567550,2016-07-01,74
30567550,2016-08-01,61
30567550,2016-09-01,64
30567550,2016-10-01,66
30753033,2016-05-01,69
30753033,2016-06-01,82
30753033,2016-07-01,83
30753033,2016-08-01,97
30753033,2016-09-01,73
30753033,2016-10-01,98
31316372,2016-05-01,75
31316372,2016-06-01,78
31316372,2016-07-01,91
31316372,2016-08-01,61
31316372,2016-09-01,77
31316372,2016-10-01,77
31478708,2016-05-01,76
31478708,2016-06-01,60
31478708,2016-07-01,63
31478708,2016-08-01,99
31478708,2016-09-01,62
31478708,2016-10-01,72
32313305,2016-05-01,95
32313305,2016-06-01,90
32313305,2016-07-01,97
32313305,2016-08-01,70
32313305,2016-09-01,88
32313305,2016-10-01,77
33347256,2016-05-01,76
33347256,2016-06-01,68
33347256,2016-07-01,95
33347256,2016-08-01,99
33347256,2016-09-01,73
33347256,2016-10-01,87
33628284,2016-05-01,79
33628284,2016-06-01,75
33628284,2016-07-01,72
33628284,2016-08-01,87
33628284,2016-09-01,74
33628284,2016-10-01,88
33943177,2016-05-01,90
33943177,2016-06-01,61
33943177,2016-07-01,79
33943177,2016-08-01,71
33943177,2016-09-01,78
33943177,2016-10-01,63
35566355,2016-05-01,71
35566355,2016-06-01,95
35566355,2016-07-01,98
35566355,2016-08-01,81
35566355,2016-09-01,82
35566355,2016-10-01,95
35903057,2016-05-01,100
35903057,2016-06-01,98
35903057,2016-07-01,62
35903057,2016-08-01,81
35903057,2016-09-01,98
35903057,2016-10-01,65
37023024,2016-05-01,66
37023024,2016-06-01,98
37023024,2016-07-01,79
37023024,2016-08-01,62
37023024,2016-09-01,84
37023024,2016-10-01,88
37139585,2016-05-01,62
37139585,2016-06-01,83
37139585,2016-07-01,75
37139585,2016-08-01,74
37139585,2016-09-01,94
37139585,2016-10-01,64
37400104,2016-05-01,70
37400104,2016-06-01,78
37400104,2016-07-01,100
37400104,2016-08-01,90
37400104,2016-09-01,84
37400104,2016-10-01,77
38405543,2016-05-01,70
38405543,2016-06-01,73
38405543,2016-07-01,77
38405543,2016-08-01,77
38405543,2016-09-01,67
38405543,2016-10-01,81
40149114,2016-05-01,76
40149114,2016-06-01,78
40149114,2016-07-01,69
40149114,2016-08-01,65
40149114,2016-09-01,62
40149114,2016-10-01,70
40856072,2016-05-01,75
40856072,2016-06-01,84
40856072,2016-07-01,86
40856072,2016-08-01,91
40856072,2016-09-01,71
40856072,2016-10-01,69
40919191,2016-05-01,100
40919191,2016-06-01,72
40919191,2016-07-01,93
40919191,2016-08-01,80
40919191,2016-09-01,91
40919191,2016-10-01,84
43617679,2016-05-01,67
43617679,2016-06-01,90
43617679,2016-07-01,65
43617679,2016-08-01,97
43617679,2016-09-01,80
43617679,2016-10-01,60
43720707,2016-05-01,95
43720707,2016-06-01,78
43720707,2016-07-01,100
43720707,2016-08-01,70
43720707,2016-09-01,70
43720707,2016-10-01,94
43725787,2016-05-01,62
43725787,2016-06-01,75
43725787,2016-07-01,68
43725787,2016-08-01,98
43725787,2016-09-01,99
43725787,2016-10-01,95
43908979,2016-05-01,89
43908979,2016-06-01,79
43908979,2016-07-01,77
43908979,2016-08-01,75
43908979,2016-09-01,74
43908979,2016-10-01,73
45041149,2016-05-01,83
45041149,2016-06-01,73
45041149,2016-07-01,67
45041149,2016-08-01,90
45041149,2016-09-01,75
45041149,2016-10-01,78
45463865,2016-05-01,100
45463865,2016-06-01,99
45463865,2016-07-01,86
45463865,2016-08-01,71
45463865,2016-09-01,100
45463865,2016-10-01,74
46496417,2016-05-01,84
46496417,2016-06-01,95
46496417,2016-07-01,87
46496417,2016-08-01,76
46496417,2016-09-01,85
46496417,2016-10-01,81
47065122,2016-05-01,65
47065122,2016-06-01,70
47065122,2016-07-01,83
47065122,2016-08-01,99
47065122,2016-09-01,62
47065122,2016-10-01,80
47312841,2016-05-01,91
47312841,2016-06-01,92
47312841,2016-07-01,85
47312841,2016-08-01,91
47312841,2016-09-01,60
47312841,2016-10-01,71
47609665,2016-05-01,83
47609665,2016-06-01,97
47609665,2016-07-01,73
47609665,2016-08-01,87
47609665,2016-09-01,74
47609665,2016-10-01,65
47644426,2016-05-01,92
47644426,2016-06-01,65
47644426,2016-07-01,87
47644426,2016-08-01,96
47644426,2016-09-01,97
47644426,2016-10-01,83
47716874,2016-05-01,63
47716874,2016-06-01,71
47716874,2016-07-01,98
47716874,2016-08-01,79
47716874,2016-09-01,79
47716874,2016-10-01,77
47909013,2016-05-01,82
47909013,2016-06-01,82
47909013,2016-07-01,94
47909013,2016-08-01,70
47909013,2016-09-01,72
47909013,2016-10-01,83
47979890,2016-05-01,74
47979890,2016-06-01,80
47979890,2016-07-01,82
47979890,2016-08-01,96
47979890,2016-09-01,87
47979890,2016-10-01,74
48772670,2016-05-01,67
48772670,2016-06-01,70
48772670,2016-07-01,91
48772670,2016-08-01,100
48772670,2016-09-01,99
48772670,2016-10-01,81
50956197,2016-05-01,62
50956197,2016-06-01,94
50956197,2016-07-01,64
50956197,2016-08-01,94
50956197,2016-09-01,73
50956197,2016-10-01,67
54092398,2016-05-01,70
54092398,2016-06-01,61
54092398,2016-07-01,73
54092398,2016-08-01,65
54092398,2016-09-01,79
54092398,2016-10-01,60
54472700,2016-05-01,70
54472700,2016-06-01,76
54472700,2016-07-01,65
54472700,2016-08-01,86
54472700,2016-09-01,73
54472700,2016-10-01,89
54644283,2016-05-01,81
54644283,2016-06-01,89
54644283,2016-07-01,90
54644283,2016-08-01,90
54644283,2016-09-01,70
54644283,2016-10-01,71
54902468,2016-05-01,66
54902468,2016-06-01,63
54902468,2016-07-01,88
54902468,2016-08-01,94
54902468,2016-09-01,80
54902468,2016-10-01,79
55155762,2016-05-01,87
55155762,2016-06-01,84
55155762,2016-07-01,84
55155762,2016-08-01,81
55155762,2016-09-01,61
55155762,2016-10-01,79
55695442,2016-05-01,70
55695442,2016-06-01,68
55695442,2016-07-01,94
55695442,2016-08-01,100
55695442,2016-09-01,86
55695442,2016-10-01,80
55881842,2016-05-01,78
55881842,2016-06-01,97
55881842,2016-07-01,72
55881842,2016-08-01,61
55881842,2016-09-01,70
55881842,2016-10-01,65
56092648,2016-05-01,90
56092648,2016-06-01,100
56092648,2016-07-01,92
56092648,2016-08-01,90
56092648,2016-09-01,97
56092648,2016-10-01,73
56244490,2016-05-01,87
56244490,2016-06-01,84
56244490,2016-07-01,63
56244490,2016-08-01,74
56244490,2016-09-01,74
56244490,2016-10-01,85
56857429,2016-05-01,97
56857429,2016-06-01,63
56857429,2016-07-01,69
56857429,2016-08-01,77
56857429,2016-09-01,84
56857429,2016-10-01,99
57448207,2016-05-01,68
57448207,2016-06-01,70
57448207,2016-07-01,71
57448207,2016-08-01,75
57448207,2016-09-01,90
57448207,2016-10-01,64
58499549,2016-05-01,64
58499549,2016-06-01,96
58499549,2016-07-01,80
58499549,2016-08-01,95
58499549,2016-09-01,63
58499549,2016-10-01,98
59011794,2016-05-01,95
59011794,2016-06-01,66
59011794,2016-07-01,64
59011794,2016-08-01,81
59011794,2016-09-01,100
59011794,2016-10-01,99
59499864,2016-05-01,84
59499864,2016-06-01,77
59499864,2016-07-01,72
59499864,2016-08-01,95
59499864,2016-09-01,68
59499864,2016-10-01,72
60286197,2016-05-01,100
60286197,2016-06-01,64
60286197,2016-07-01,87
60286197,2016-08-01,60
60286197,2016-09-01,84
60286197,2016-10-01,64
60301295,2016-05-01,69
60301295,2016-06-01,79
60301295,2016-07-01,79
60301295,2016-08-01,92
60301295,2016-09-01,78
60301295,2016-10-01,74
60696910,2016-05-01,87
60696910,2016-06-01,86
60696910,2016-07-01,76
60696910,2016-08-01,90
60696910,2016-09-01,62
60696910,2016-10-01,100
61123960,2016-05-01,66
61123960,2016-06-01,80
61123960,2016-07-01,83
61123960,2016-08-01,79
61123960,2016-09-01,81
61123960,2016-10-01,76
61225126,2016-05-01,91
61225126,2016-06-01,74
61225126,2016-07-01,100
61225126,2016-08-01,63
61225126,2016-09-01,94
61225126,2016-10-01,100
61230378,2016-05-01,78
61230378,2016-06-01,90
61230378,2016-07-01,66
61230378,2016-08-01,88
61230378,2016-09-01,89
61230378,2016-10-01,76
61296059,2016-05-01,67
61296059,2016-06-01,98
61296059,2016-07-01,93
61296059,2016-08-01,90
61296059,2016-09-01,99
61296059,2016-10-01,97
61542649,2016-05-01,98
61542649,2016-06-01,75
61542649,2016-07-01,92
61542649,2016-08-01,80
61542649,2016-09-01,66
61542649,2016-10-01,91
61852023,2016-05-01,91
61852023,2016-06-01,87
61852023,2016-07-01,98
61852023,2016-08-01,91
61852023,2016-09-01,92
61852023,2016-10-01,64
62923196,2016-05-01,72
62923196,2016-06-01,100
62923196,2016-07-01,71
62923196,2016-08-01,82
62923196,2016-09-01,84
62923196,2016-10-01,73
63429492,2016-05-01,74
63429492,2016-06-01,76
63429492,2016-07-01,87
63429492,2016-08-01,88
63429492,2016-09-01,80
63429492,2016-10-01,88
63654003,2016-05-01,86
63654003,2016-06-01,67
63654003,2016-07-01,78
63654003,2016-08-01,60
63654003,2016-09-01,69
63654003,2016-10-01,76
64804710,2016-05-01,84
64804710,2016-06-01,67
64804710,2016-07-01,69
64804710,2016-08-01,70
64804710,2016-09-01,64
64804710,2016-10-01,85
65942905,2016-05-01,99
65942905,2016-06-01,71
65942905,2016-07-01,97
65942905,2016-08-01,61
65942905,2016-09-01,77
65942905,2016-10-01,68
66064836,2016-05-01,85
66064836,2016-06-01,79
66064836,2016-07-01,78
66064836,2016-08-01,81
66064836,2016-09-01,90
66064836,2016-10-01,90
66383549,2016-05-01,83
66383549,2016-06-01,91
66383549,2016-07-01,86
66383549,2016-08-01,68
66383549,2016-09-01,74
66383549,2016-10-01,84
66537264,2016-05-01,73
66537264,2016-06-01,73
66537264,2016-07-01,71
66537264,2016-08-01,83
66537264,2016-09-01,66
66537264,2016-10-01,80
66751801,2016-05-01,85
66751801,2016-06-01,60
66751801,2016-07-01,68
66751801,2016-08-01,66
66751801,2016-09-01,66
66751801,2016-10-01,94
67079950,2016-05-01,75
67079950,2016-06-01,89
67079950,2016-07-01,100
67079950,2016-08-01,82
67079950,2016-09-01,71
67079950,2016-10-01,76
67096509,2016-05-01,88
67096509,2016-06-01,99
67096509,2016-07-01,81
67096509,2016-08-01,69
67096509,2016-09-01,95
67096509,2016-10-01,99
67208022,2016-05-01,93
67208022,2016-06-01,72
67208022,2016-07-01,91
67208022,2016-08-01,74
67208022,2016-09-01,92
67208022,2016-10-01,94
67936144,2016-05-01,99
67936144,2016-06-01,71
67936144,2016-07-01,99
67936144,2016-08-01,64
67936144,2016-09-01,72
67936144,2016-10-01,63
68401636,2016-05-01,68
68401636,2016-06-01,60
68401636,2016-07-01,97
68401636,2016-08-01,99
68401636,2016-09-01,97
68401636,2016-10-01,67
68639951,2016-05-01,75
68639951,2016-06-01,63
68639951,2016-07-01,83
68639951,2016-08-01,94
68639951,2016-09-01,100
68639951,2016-10-01,73
70232393,2016-05-01,60
70232393,2016-06-01,65
70232393,2016-07-01,67
70232393,2016-08-01,92
70232393,2016-09-01,93
70232393,2016-10-01,81
70787365,2016-05-01,99
70787365,2016-06-01,93
70787365,2016-07-01,88
70787365,2016-08-01,60
70787365,2016-09-01,65
70787365,2016-10-01,60
70797735,2016-05-01,75
70797735,2016-06-01,94
70797735,2016-07-01,72
70797735,2016-08-01,81
70797735,2016-09-01,99
70797735,2016-10-01,65
71048165,2016-05-01,98
71048165,2016-06-01,94
71048165,2016-07-01,74
71048165,2016-08-01,74
71048165,2016-09-01,60
71048165,2016-10-01,67
71568329,2016-05-01,93
71568329,2016-06-01,76
71568329,2016-07-01,94
71568329,2016-08-01,99
71568329,2016-09-01,61
71568329,2016-10-01,68
72117696,2016-05-01,79
72117696,2016-06-01,64
72117696,2016-07-01,96
72117696,2016-08-01,69
72117696,2016-09-01,75
72117696,2016-10-01,87
72617165,2016-05-01,99
72617165,2016-06-01,70
72617165,2016-07-01,72
72617165,2016-08-01,100
72617165,2016-09-01,61
72617165,2016-10-01,85
73624324,2016-05-01,91
73624324,2016-06-01,82
